,id,text,label,word_count,char_count,avg_word_length,punctuation_density
349,350,He stacked the empty boxes in the corner.,ai,8,41,4.25,0.125
350,351,"We do not remember days, we remember moments.",human,8,45,4.75,0.25
351,352,The world is a book and those who do not travel read only one page.,human,15,67,3.533333333,0.066666667
352,353,It's the possibility of having a dream come true that makes life interesting.,human,13,77,5.0,0.153846154
353,354,You had me at hello.,human,5,20,3.2,0.2
354,355,"Do, or do not. There is no try.",human,8,31,3.0,0.375
355,356,Don't make me repeat myself.,human,5,28,4.8,0.4
356,357,The chair creaked as I leaned back to think.,ai,9,44,4.0,0.111111111
357,358,"Love is the only reality, and it is not a mere sentiment. It is the ultimate truth that lies at the heart of creation.",human,24,118,3.958333333,0.125
358,359,The floor mat was slightly askew.,ai,6,33,4.666666667,0.166666667
359,360,An automated email confirmed her reservation.,ai,6,45,6.666666667,0.166666667
360,361,"He stayed awake until sunrise, lost in his thoughts.",ai,9,52,4.888888889,0.222222222
361,362,We make the world we live in and shape our own environment.,human,12,59,4.0,0.083333333
362,363,The smart glasses displayed incoming messages.,ai,6,46,6.833333333,0.166666667
363,364,I tied my scarf tighter as the wind picked up.,ai,10,46,3.7,0.1
364,365,We'll always have Paris.,human,4,24,5.25,0.5
365,366,He whistled softly while waiting.,ai,5,33,5.8,0.2
366,367,She plugged her phone into the charger.,ai,7,39,4.714285714,0.142857143
367,368,I am the master of my fate: I am the captain of my soul.,human,14,56,3.071428571,0.142857143
368,369,The way to get started is to quit talking and begin doing.,human,12,58,3.916666667,0.083333333
369,370,The automated traffic lights adjusted to ease congestion during peak hours.,ai,11,75,5.909090909,0.090909091
370,371,"You'll find that if you're not afraid of being wrong, you'll be right a lot more often.",human,17,87,4.176470588,0.294117647
371,372,The smart irrigation system watered the garden based on real-time weather data.,ai,12,79,5.666666667,0.166666667
372,373,The moon cast a silvery glow over the landscape.,ai,9,48,4.444444444,0.111111111
373,374,Do not wait for opportunity. Create it.,human,7,39,4.714285714,0.285714286
374,375,She clicked the pen absentmindedly.,ai,5,35,6.2,0.2
375,376,"Failure is simply the opportunity to begin again, this time more intelligently.",human,12,79,5.666666667,0.166666667
376,377,You can’t fight in here! This is the War Room!,human,10,46,3.7,0.2
377,378,It is what you read when you don't have to that determines what you will be when you can't help it.,human,21,99,3.761904762,0.142857143
378,379,Eighty percent of success is showing up.,human,7,40,4.857142857,0.142857143
379,380,The robotic barista made a perfect latte with foam art.,ai,10,55,4.6,0.1
380,381,Cowards die many times before their deaths; the valiant never taste of death but once.,human,15,86,4.8,0.133333333
381,382,She tucked the blanket around her shoulders.,ai,7,44,5.428571429,0.142857143
382,383,"We are all in the gutter, but some of us are looking at the stars.",human,15,66,3.466666667,0.133333333
383,384,Happiness is only real when shared.,human,6,35,5.0,0.166666667
384,385,"Nothing is impossible, the word itself says 'I'm possible!'",human,9,59,5.666666667,0.555555556
385,386,I am who I am today because of the choices I made yesterday.,human,13,60,3.692307692,0.076923077
386,387,The anomaly detection system caught unusual activity.,ai,7,53,6.714285714,0.142857143
387,388,Try to be a rainbow in someone’s cloud.,human,8,39,4.0,0.125
388,389,The image classifier identified objects in the photo.,ai,8,53,5.75,0.125
389,390,The candle left a faint scent in the air.,ai,9,41,3.666666667,0.111111111
390,391,"After all, tomorrow is another day.",human,6,35,5.0,0.333333333
391,392,The voice cloning software replicated a human's speech patterns.,ai,9,64,6.222222222,0.222222222
392,393,"Success is not final, failure is not fatal: it is the courage to continue that counts.",human,16,86,4.4375,0.1875
393,394,A robot in the lab precisely measured and mixed chemicals for an experiment.,ai,13,76,4.923076923,0.076923077
394,395,The self-driving delivery van dropped off the groceries.,ai,8,56,6.125,0.25
395,396,The morning dew sparkled like diamonds on spider webs.,ai,9,54,5.111111111,0.111111111
396,397,"Happiness is when what you think, what you say, and what you do are in harmony.",human,16,79,4.0,0.1875
397,398,The intelligent system managed the city's public transportation network.,ai,9,72,7.111111111,0.222222222
398,399,The intelligent agent completed the paperwork for a loan application.,ai,10,69,6.0,0.1
399,400,Not all those who wander are lost.,human,7,34,4.0,0.142857143
400,401,The greatest discovery of all time is that a person can change his future by merely changing his attitude.,human,19,106,4.631578947,0.052631579
401,402,The journey of a lifetime starts with the turning of a page.,human,12,60,4.083333333,0.083333333
402,403,Love is the greatest refreshment in life.,human,7,41,5.0,0.142857143
403,404,Be the change you wish to see in the world.,human,10,43,3.4,0.1
404,405,Do not let what you cannot do interfere with what you can do.,human,13,61,3.769230769,0.076923077
405,406,Don't let yesterday use up too much of today.,human,9,45,4.111111111,0.222222222
406,407,She arranged the pillows neatly on the couch.,ai,8,45,4.75,0.125
407,408,The baker decorated a wedding cake with intricate frosting.,ai,9,59,5.666666667,0.111111111
408,409,A friend is someone who knows all about you and still loves you.,human,13,64,4.0,0.076923077
409,410,He found his lost keys in the pocket of an old jacket.,ai,12,54,3.583333333,0.083333333
410,411,"What is this, a center for ants?!",human,7,33,3.857142857,0.428571429
411,412,We are such stuff as dreams are made on.,human,9,40,3.555555556,0.111111111
412,413,"Do not pray for an easy life, pray for the strength to endure a difficult one.",human,16,78,3.9375,0.125
413,414,"The golden opportunity you are seeking is in yourself. It is not in your environment; it is not in luck or chance, or the help of others; it is in yourself alone.",human,32,162,4.09375,0.15625
414,415,"Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing.",human,20,99,4.0,0.2
415,416,The secret to happiness is freedom… And the secret to freedom is courage.,human,13,73,4.692307692,0.076923077
416,417,The system recommended a more efficient workflow.,ai,7,49,6.142857143,0.142857143
417,418,"Winning isn't everything, but wanting to win is.",human,8,48,5.125,0.375
418,419,The clock ticked steadily on the wall.,ai,7,38,4.571428571,0.142857143
419,420,"The mind is not a vessel to be filled, but a fire to be kindled.",human,15,64,3.333333333,0.133333333
420,421,"Speak the truth, even if your voice shakes.",human,8,43,4.5,0.25
421,422,I placed the empty mug in the sink and rinsed it quickly.,ai,12,57,3.833333333,0.083333333
422,423,"I’ll get you, my pretty, and your little dog too!",human,10,49,4.0,0.3
423,424,He opened the fridge and grabbed a bottle of water.,ai,10,51,4.2,0.1
424,425,Do not go gentle into that good night.,human,8,38,3.875,0.125
425,426,Turn your wounds into wisdom.,human,5,29,5.0,0.2
426,427,Give peace a chance.,human,4,20,4.25,0.25
427,428,Writing is the only way to talk without being interrupted.,human,10,58,4.9,0.1
428,429,The drawer was empty except for a few pens.,ai,9,43,3.888888889,0.111111111
429,430,The best way to cheer yourself up is to try to cheer somebody else up.,human,15,70,3.733333333,0.066666667
430,431,The AI tutor personalized a lesson plan for the student.,ai,10,56,4.7,0.1
431,432,Say sorry when you hurt someone.,human,6,32,4.5,0.166666667
432,433,All you need is love.,human,5,21,3.4,0.2
433,434,Artificial intelligence is rapidly transforming industries across the world.,ai,9,76,7.555555556,0.111111111
434,435,Don't let yesterday take up too much of today.,human,9,46,4.222222222,0.222222222
435,436,Culture is what's left after you have forgotten everything.,human,9,59,5.666666667,0.222222222
436,437,Love is composed of a single soul inhabiting two bodies.,human,10,56,4.7,0.1
437,438,I rearranged the cushions to make the sofa more comfortable.,ai,10,60,5.1,0.1
438,439,The question isn't who is going to let me; it's who is going to stop me.,human,16,72,3.5625,0.25
439,440,The antique shop displayed treasures from forgotten eras.,ai,8,57,6.25,0.125
440,441,A generative adversarial network created a realistic piece of art.,ai,10,66,5.7,0.1
441,442,The AI-driven car found a parking spot and parked itself perfectly.,ai,11,67,5.181818182,0.181818182
442,443,"Be not afraid of life. Believe that life is worth living, and your belief will help create the fact.",human,19,100,4.315789474,0.157894737
443,444,She dusted the bookshelf carefully.,ai,5,35,6.2,0.2
444,445,The alarm clock rang twice before I finally turned it off.,ai,11,58,4.363636364,0.090909091
445,446,I've missed more than 9000 shots in my career.,human,9,46,4.222222222,0.222222222
446,447,The sun reflected off the wet streets after the rain.,ai,10,53,4.4,0.1
447,448,"The toaster popped, sending two slices of bread into the air.",ai,11,61,4.636363636,0.181818182
448,449,Be kind whenever possible. It is always possible.,human,8,49,5.25,0.25
449,450,"Happiness can be found, even in the darkest of times, if one only remembers to turn on the light.",human,19,97,4.157894737,0.157894737
450,451,The AI system created a personalized workout and nutrition plan for an athlete.,ai,13,79,5.153846154,0.076923077
451,452,The AI tutor provided real-time feedback on a student's essay.,ai,10,62,5.3,0.3
452,453,A smart pill monitored the patient's vital signs from within their body.,ai,12,72,5.083333333,0.166666667
453,454,She tossed her keys into the bowl by the door.,ai,10,46,3.7,0.1
454,455,He stretched his arms after sitting for too long.,ai,9,49,4.555555556,0.111111111
455,456,"To be, or not to be, that is the question.",human,10,42,3.3,0.3
456,457,The stuff that dreams are made of.,human,7,34,4.0,0.142857143
457,458,With great power comes great responsibility.,human,6,44,6.5,0.166666667
458,459,You shall not pass!,human,4,19,4.0,0.25
459,460,"I can't change the direction of the wind, but I can adjust my sails to always reach my destination.",human,19,99,4.263157895,0.157894737
460,461,"Whether you think you can or you think you can't, you're right.",human,12,63,4.333333333,0.333333333
461,462,The robotic vacuum and mop worked together to clean the entire house.,ai,12,69,4.833333333,0.083333333
462,463,The clock tower chimed eleven times across the sleepy town.,ai,10,59,5.0,0.1
463,464,Clever girl.,human,2,12,5.5,0.5
464,465,The greatest adventure is what lies ahead.,human,7,42,5.142857143,0.142857143
465,466,He rinsed the plate before placing it in the sink.,ai,10,50,4.1,0.1
466,467,"In order to have friends, you must first be one.",human,10,48,3.9,0.2
467,468,"Float like a butterfly, sting like a bee.",human,8,41,4.25,0.25
468,469,"All the world's a stage, and all the men and women merely players.",human,13,66,4.153846154,0.230769231
469,470,The robot arm assembled the intricate components of a circuit board.,ai,11,68,5.272727273,0.090909091
470,471,They found an old map inside the dusty attic trunk.,ai,10,51,4.2,0.1
471,472,"If music be the food of love, play on.",human,9,38,3.333333333,0.222222222
472,473,The things you own end up owning you.,human,8,37,3.75,0.125
473,474,He tucked the receipt into his wallet.,ai,7,38,4.571428571,0.142857143
474,475,"You can’t go back and change the beginning, but you can start where you are and change the ending.",human,19,98,4.210526316,0.105263158
475,476,She accessed the cloud to retrieve her files.,ai,8,45,4.75,0.125
476,477,The AI-driven financial advisor managed a client's investment portfolio.,ai,9,72,7.111111111,0.333333333
477,478,I'm kind of a big deal.,human,6,23,3.0,0.333333333
478,479,"It's a strange world, isn't it?",human,6,31,4.333333333,0.666666667
479,480,A predictive maintenance system alerted a factory to a worn-out belt.,ai,11,69,5.363636364,0.181818182
480,481,The staircase echoed with footsteps.,ai,5,36,6.4,0.2
481,482,"Don’t count the days, make the days count.",human,8,42,4.375,0.25
482,483,The smart thermostat adjusted to the user's comfort level without any manual input.,ai,13,83,5.461538462,0.153846154
483,484,What we’ve got here is failure to communicate.,human,8,46,4.875,0.125
484,485,Scientists are exploring the possibility of life on Mars.,ai,9,57,5.444444444,0.111111111
485,486,A drone inspected the integrity of a large bridge from above.,ai,11,61,4.636363636,0.090909091
486,487,Close the door! Were you raised in a barn?,human,9,42,3.777777778,0.222222222
487,488,The AI system analyzed financial data to detect market manipulation.,ai,10,68,5.9,0.1
488,489,Your face is going to freeze that way.,human,8,38,3.875,0.125
489,490,Show me the money!,human,4,18,3.75,0.25
490,491,She used an augmented reality app to try on virtual clothes.,ai,11,60,4.545454545,0.090909091
491,492,"We are what we repeatedly do. Excellence, then, is not an act, but a habit.",human,15,75,4.066666667,0.333333333
492,493,Encrypted messages bounced between servers across the globe.,ai,8,60,6.625,0.125
493,494,"I can't change the direction of the wind, but I can adjust my sails.",human,14,68,3.928571429,0.214285714
494,495,Every revolution begins with a spark.,human,6,37,5.333333333,0.166666667
495,496,"The difference between a successful person and others is not a lack of strength, not a lack of knowledge, but rather a lack of will.",human,25,132,4.32,0.12
496,497,He learned to sail a small boat on the lake.,ai,10,44,3.5,0.1
497,498,Don’t judge each day by the harvest you reap but by the seeds that you plant.,human,16,77,3.875,0.0625
498,499,He used a biometric scanner to access the secure area.,ai,10,54,4.5,0.1
499,500,The lamp flickered before settling into a steady glow.,ai,9,54,5.111111111,0.111111111
500,501,I must not fear. Fear is the mind-killer.,human,8,41,4.25,0.375
501,502,The augmented reality headset overlaid directions onto the street.,ai,9,66,6.444444444,0.111111111
502,503,The translation tool converted her words into French instantly.,ai,9,63,6.111111111,0.111111111
503,504,"It was a bright cold day in April, and the clocks were striking thirteen.",human,14,73,4.285714286,0.142857143
504,505,All men are created equal.,human,5,26,4.4,0.2
505,506,"The paper on the desk was blank, waiting to be written on.",ai,12,58,3.916666667,0.166666667
506,507,The predictive keyboard suggested her next word.,ai,7,48,6.0,0.142857143
507,508,"Toto, I’ve a feeling we’re not in Kansas anymore.",human,9,49,4.555555556,0.222222222
508,509,"The purpose of a storyteller is not to tell you how to think, but to give you questions to think upon.",human,21,102,3.904761905,0.095238095
509,510,Our lives begin to end the day we become silent about things that matter.,human,14,73,4.285714286,0.071428571
510,511,The ice cream truck played its familiar melody down the street.,ai,11,63,4.818181818,0.090909091
511,512,It is never too late to be what you might have been.,human,12,52,3.416666667,0.083333333
512,513,The automated assistant managed the user's calendar and emails.,ai,9,63,6.111111111,0.222222222
513,514,Use your inside voice.,human,4,22,4.75,0.25
514,515,Life finds a way.,human,4,17,3.5,0.25
515,516,You are never too old to set another goal or to dream a new dream.,human,15,66,3.466666667,0.066666667
516,517,The virtual assistant reminded him to drink water.,ai,8,50,5.375,0.125
517,518,The doorbell rang unexpectedly.,ai,4,31,7.0,0.25
518,519,The car keys jingled in his pocket.,ai,7,35,4.142857143,0.142857143
519,520,It ain’t over till it’s over.,human,6,29,4.0,0.166666667
520,521,"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",human,23,117,4.130434783,0.130434783
521,522,The needs of the many outweigh the needs of the few.,human,11,52,3.818181818,0.090909091
522,523,He tied the trash bag and carried it outside.,ai,9,45,4.111111111,0.111111111
523,524,The drone swarm illuminated the night sky in patterns.,ai,9,54,5.111111111,0.111111111
524,525,The predictive algorithm scheduled a maintenance check for the train.,ai,10,69,6.0,0.1
525,526,Ask not what your country can do for you—ask what you can do for your country.,human,16,78,3.9375,0.0625
526,527,Do I dare disturb the universe?,human,6,31,4.333333333,0.166666667
527,528,The smart lock automatically granted access to the authorized user.,ai,10,67,5.8,0.1
528,529,The deep learning network processed vast amounts of medical data.,ai,10,65,5.6,0.1
529,530,"That’s one small step for man, one giant leap for mankind.",human,11,58,4.363636364,0.181818182
530,531,The smart bed adjusted its firmness to improve sleep quality.,ai,10,61,5.2,0.1
531,532,The server scaled automatically to meet demand.,ai,7,47,5.857142857,0.142857143
532,533,The server room buzzed softly with rows of blinking lights.,ai,10,59,5.0,0.1
533,534,He used a smart pen to digitize his handwritten notes.,ai,10,54,4.5,0.1
534,535,A predictive algorithm forecasted the outcome of an upcoming election.,ai,10,70,6.1,0.1
535,536,In three words I can sum up everything I've learned about life: it goes on.,human,15,75,4.066666667,0.2
536,537,For a moment the vampire stared blankly. I have an accent?,human,11,58,4.363636364,0.181818182
537,538,The street musician played violin for passing pedestrians.,ai,8,58,6.375,0.125
538,539,The empty chair faced the window.,ai,6,33,4.666666667,0.166666667
539,540,Life isn’t about finding yourself. Life is about creating yourself.,human,10,67,5.8,0.2
540,541,The garden bloomed with vibrant colors after the spring rain.,ai,10,61,5.2,0.1
541,542,A curious squirrel chattered from a high branch.,ai,8,48,5.125,0.125
542,543,Freedom is nothing else but a chance to be better.,human,10,50,4.1,0.1
543,544,"Whatever you are, be a good one.",human,7,32,3.714285714,0.285714286
544,545,She folded the laundry neatly and stacked it on the bed.,ai,11,56,4.181818182,0.090909091
545,546,The intelligent transportation system rerouted vehicles to avoid a major accident.,ai,11,82,6.545454545,0.090909091
546,547,A drone monitored a construction site to ensure safety regulations were being followed.,ai,13,87,5.769230769,0.076923077
547,548,Knowledge is power.,human,3,19,5.666666667,0.333333333
548,549,The automated parking system found the closest available space.,ai,9,63,6.111111111,0.111111111
549,550,The AI summarized the meeting notes.,ai,6,36,5.166666667,0.166666667
550,551,You want to talk back? Try me.,human,7,30,3.428571429,0.285714286
551,552,The voice-controlled virtual assistant played the user's favorite podcast.,ai,9,74,7.333333333,0.333333333
552,553,Life is like a box of chocolates. You never know what you’re gonna get.,human,14,71,4.142857143,0.142857143
553,554,The code compiled without a single error.,ai,7,41,5.0,0.142857143
554,555,He dropped the mail on the kitchen table.,ai,8,41,4.25,0.125
555,556,The computer fan whirred quietly in the background.,ai,8,51,5.5,0.125
556,557,The owl hooted from a tree branch in the darkness.,ai,10,50,4.1,0.1
557,558,Life is what happens when you're busy making other plans.,human,10,57,4.8,0.2
558,559,The facial recognition system verified the identity of the user.,ai,10,64,5.5,0.1
559,560,The self-learning algorithm improved its performance over time.,ai,8,63,7.0,0.25
560,561,"When you find something you love, you don't give up. Not ever.",human,12,62,4.25,0.333333333
561,562,The police officer directed traffic at the busy intersection.,ai,9,61,5.888888889,0.111111111
562,563,The greatest thing you’ll ever learn is just to love and be loved in return.,human,15,76,4.133333333,0.066666667
563,564,The classroom was unusually quiet for a Monday morning.,ai,9,55,5.222222222,0.111111111
564,565,"An alert popped up, warning of unusual login activity.",ai,9,54,5.111111111,0.222222222
565,566,History is written by the victors.,human,6,34,4.833333333,0.166666667
566,567,A wise man will make more opportunities than he finds.,human,10,54,4.5,0.1
567,568,A satellite relayed a message from deep space.,ai,8,46,4.875,0.125
568,569,A neural interface translated thoughts into commands.,ai,7,53,6.714285714,0.142857143
569,570,The factory robots assembled cars on the production line.,ai,9,57,5.444444444,0.111111111
570,571,The AI-powered security camera identified a known criminal in the crowd.,ai,11,72,5.636363636,0.181818182
571,572,"Float on, little butterfly.",human,4,27,6.0,0.5
572,573,The model overfit the training data.,ai,6,36,5.166666667,0.166666667
573,574,The machine learning model predicted customer churn with high accuracy.,ai,10,71,6.2,0.1
574,575,"If you're going through hell, keep going.",human,7,41,5.0,0.428571429
575,576,A stray leaf brushed against the sidewalk as I walked.,ai,10,54,4.5,0.1
576,577,Nothing will work unless you do.,human,6,32,4.5,0.166666667
577,578,The drone swarm performed a coordinated search and rescue mission.,ai,10,66,5.7,0.1
578,579,The intelligent transportation system optimized the flow of traffic.,ai,9,68,6.666666667,0.111111111
579,580,Nobody puts Baby in a corner.,human,6,29,4.0,0.166666667
580,581,"The sun rose, painting the sky in shades of pink and orange.",ai,12,60,4.083333333,0.166666667
581,582,The best time to plant a tree was 20 years ago. The second best time is now.,human,17,76,3.529411765,0.117647059
582,583,It does not matter how slowly you go as long as you do not stop.,human,15,64,3.333333333,0.066666667
583,584,The computer algorithm detected a new security threat.,ai,8,54,5.875,0.125
584,585,The chef perfected a new recipe for chocolate cake.,ai,9,51,4.777777778,0.111111111
585,586,A day without laughter is a day wasted.,human,8,39,4.0,0.125
586,587,A fishing boat returned to harbor as sunset painted the sky.,ai,11,60,4.545454545,0.090909091
587,588,This is the last time I'm telling you.,human,8,38,3.875,0.25
588,589,The machine learning algorithm predicted a stock market trend.,ai,9,62,6.0,0.111111111
589,590,A generative model created a new architectural design.,ai,8,54,5.875,0.125
590,591,The radio played softly in the background.,ai,7,42,5.142857143,0.142857143
591,592,The train was delayed due to heavy fog.,ai,8,39,4.0,0.125
592,593,"I scrolled through my phone, reading messages I didn’t respond to.",ai,11,66,5.090909091,0.181818182
593,594,"A bird landed on the windowsill, watching me curiously.",ai,9,55,5.222222222,0.222222222
594,595,Facial recognition unlocked the device in less than a second.,ai,10,61,5.2,0.1
595,596,Hell is other people.,human,4,21,4.5,0.25
596,597,History often repeats itself in surprising ways.,ai,7,48,6.0,0.142857143
597,598,A generative model created a new video game level based on player preferences.,ai,13,78,5.076923077,0.076923077
598,599,"Hasta la vista, baby.",human,4,21,4.5,0.5
599,600,The campfire crackled as sparks danced into the starlit sky.,ai,10,60,5.1,0.1
600,601,The robotic pet provided companionship and emotional comfort.,ai,8,61,6.75,0.125
601,602,"In the end, it’s not the years in your life that count. It’s the life in your years.",human,18,84,3.722222222,0.166666667
602,603,True terror is to wake up one morning and discover that your high school class is running the country.,human,19,102,4.421052632,0.052631579
603,604,She pushed the chair back under the desk.,ai,8,41,4.25,0.125
604,605,"For every minute you are angry, you lose sixty seconds of happiness.",human,12,68,4.75,0.166666667
605,606,"Look for the ridiculous in everything, and you will find it.",human,11,60,4.545454545,0.181818182
606,607,I'll be back.,human,3,13,3.666666667,0.666666667
607,608,Stop slouching at the table.,human,5,28,4.8,0.2
608,609,The generative model created a unique musical composition.,ai,8,58,6.375,0.125
609,610,"All my conceptions, even my guilt and wish to die seemed utterly unimportant. I completely forgot myself!",human,17,105,5.235294118,0.176470588
610,611,The sound of waves crashed against the shore.,ai,8,45,4.75,0.125
611,612,He tied his shoelaces and started running down the street.,ai,10,58,4.9,0.1
612,613,The smart lock on the door automatically opened.,ai,8,48,5.125,0.125
613,614,You can't handle the truth!,human,5,27,4.6,0.4
614,615,The smart glasses displayed a live feed of information about the surrounding environment.,ai,13,89,5.923076923,0.076923077
615,616,"Don't count the days, make the days count.",human,8,42,4.375,0.375
616,617,A self-driving car autonomously navigated through rush hour traffic.,ai,9,68,6.666666667,0.222222222
617,618,"If you judge people, you have no time to love them.",human,11,51,3.727272727,0.181818182
618,619,"The microwave beeped, signaling that the popcorn was ready.",ai,9,59,5.666666667,0.222222222
619,620,"I am not afraid of storms, for I am learning how to sail my ship.",human,15,65,3.4,0.133333333
620,621,A lie gets halfway around the world before the truth has a chance to get its pants on.,human,18,86,3.833333333,0.055555556
621,622,Everything you’ve ever wanted is on the other side of fear.,human,11,59,4.454545455,0.090909091
622,623,The voice assistant read an audiobook to the user at their preferred speed.,ai,13,75,4.846153846,0.076923077
623,624,She tied her hair back into a loose ponytail.,ai,9,45,4.111111111,0.111111111
624,625,The horse is the only animal into which one can bang nails.,human,12,59,4.0,0.083333333
625,626,Don’t watch the clock; do what it does. Keep going.,human,10,51,4.2,0.3
626,627,"Et tu, Brute?",human,3,13,3.666666667,0.666666667
627,628,You have brains in your head. You have feet in your shoes. You can steer yourself in any direction you choose.,human,21,110,4.285714286,0.142857143
628,629,May the Force be with you.,human,6,26,3.5,0.166666667
629,630,He watched clouds form shapes in the bright blue sky.,ai,10,53,4.4,0.1
630,631,"The more that you read, the more things you will know. The more that you learn, the more places you'll go.",human,21,106,4.095238095,0.238095238
631,632,The chatbot responded faster than she could type her next message.,ai,11,66,5.090909091,0.090909091
632,633,The only limit to our realization of tomorrow is our doubts of today.,human,13,69,4.384615385,0.076923077
633,634,I brushed crumbs off the table before sitting down.,ai,9,51,4.777777778,0.111111111
634,635,"Life is really simple, but we insist on making it complicated.",human,11,62,4.727272727,0.181818182
635,636,The pen rolled off the desk and onto the floor.,ai,10,47,3.8,0.1
636,637,That’s what she said.,human,4,21,4.5,0.25
637,638,He clicked the mouse to close the window.,ai,8,41,4.25,0.125
638,639,Never let your sense of morals get in the way of doing what's right.,human,14,68,3.928571429,0.142857143
639,640,The smart home hub locked all the doors at night.,ai,10,49,4.0,0.1
640,641,Robotic arms assembled the car with precision timing.,ai,8,53,5.75,0.125
641,642,"You're a wizard, Harry.",human,4,23,5.0,0.75
642,643,"The lady doth protest too much, methinks.",human,7,41,5.0,0.285714286
643,644,The game AI created new levels procedurally.,ai,7,44,5.428571429,0.142857143
644,645,The AI-powered medical diagnostic tool identified a rare disease.,ai,9,65,6.333333333,0.222222222
645,646,The autonomous car adjusted its speed as traffic slowed.,ai,9,56,5.333333333,0.111111111
646,647,The price of greatness is responsibility.,human,6,41,6.0,0.166666667
647,648,He used his smartwatch to track his heart rate.,ai,9,47,4.333333333,0.111111111
648,649,The AI-powered assistant translated a conversation between two people in real-time.,ai,11,83,6.636363636,0.272727273
649,650,A neural network classified thousands of astronomical images to find new galaxies.,ai,12,82,5.916666667,0.083333333
650,651,Stop crying before I give you something to cry about!,human,10,53,4.4,0.1
651,652,Brush your teeth before bed.,human,5,28,4.8,0.2
652,653,"Courage is not the absence of fear, but the triumph over it.",human,12,60,4.083333333,0.166666667
653,654,The smart speaker created a shopping list based on a spoken conversation.,ai,12,73,5.166666667,0.083333333
654,655,How did it come about?,human,5,22,3.6,0.2
655,656,All endings are also beginnings. We just don’t know it at the time.,human,13,67,4.230769231,0.153846154
656,657,Whoever is happy will make others happy too.,human,8,44,4.625,0.125
657,658,A gentle breeze rustled through the autumn leaves overhead.,ai,9,59,5.666666667,0.111111111
658,659,"Speak, friend, and enter.",human,4,25,5.5,0.75
659,660,Don’t talk back to me.,human,5,22,3.6,0.2
660,661,Live long and prosper.,human,4,22,4.75,0.25
661,662,That’s the way the cookie crumbles.,human,6,35,5.0,0.166666667
662,663,A quantum computer solved a problem that would take a classical computer thousands of years.,ai,15,92,5.2,0.066666667
663,664,Imagination is more important than knowledge.,human,6,45,6.666666667,0.166666667
664,665,The rain tapped gently on the window all night long.,ai,10,52,4.3,0.1
665,666,"Her smartwatch vibrated, reminding her to stand up and stretch.",ai,10,63,5.4,0.2
666,667,Say hello to my little friend!,human,6,30,4.166666667,0.166666667
667,668,"Carpe diem. Seize the day, boys.",human,6,32,4.5,0.5
668,669,Wash the dishes after you eat.,human,6,30,4.166666667,0.166666667
669,670,The encryption key was rotated for security.,ai,7,44,5.428571429,0.142857143
670,671,Well done is better than well said.,human,7,35,4.142857143,0.142857143
671,672,The intelligent lighting system adjusted to ambient light levels.,ai,9,65,6.333333333,0.111111111
672,673,You cannot shake hands with a clenched fist.,human,8,44,4.625,0.125
673,674,The ballot is stronger than the bullet.,human,7,39,4.714285714,0.142857143
674,675,Speak softly and carry a big stick.,human,7,35,4.142857143,0.142857143
675,676,He carefully polished the vintage guitar before the performance.,ai,9,64,6.222222222,0.111111111
676,677,The AI-driven agricultural system optimized irrigation for maximum crop yield.,ai,10,78,6.9,0.2
677,678,"If you are not willing to risk the usual, you will have to settle for the ordinary.",human,17,83,3.941176471,0.117647059
678,679,The AI-powered system detected a credit card fraud attempt.,ai,9,59,5.666666667,0.222222222
679,680,Beware the Ides of March.,human,5,25,4.2,0.2
680,681,The game AI adapted to the player’s strategy.,ai,8,45,4.75,0.125
681,682,She checked the clock and sighed at the late hour.,ai,10,50,4.1,0.1
682,683,Even the darkest night will end and the sun will rise.,human,11,54,4.0,0.090909091
683,684,Go confidently in the direction of your dreams. Live the life you have imagined.,human,14,80,4.785714286,0.142857143
684,685,The bottle cap rolled under the counter.,ai,7,40,4.857142857,0.142857143
685,686,I wish I knew how to quit you.,human,8,30,2.875,0.125
686,687,The only thing standing between you and your goal is the storytelling you do to yourself.,human,16,89,4.625,0.0625
687,688,The smart home hub detected a gas leak and shut off the main valve.,ai,14,67,3.857142857,0.071428571
688,689,She picked up a pen and doodled absentmindedly.,ai,8,47,5.0,0.125
689,690,The delivery drone dropped a package on the doorstep.,ai,9,53,5.0,0.111111111
690,691,"The clock ticked steadily, marking the passing minutes.",ai,8,55,6.0,0.25
691,692,The faucet dripped steadily into the sink.,ai,7,42,5.142857143,0.142857143
692,693,The cat stretched lazily in the sunlight streaming through the window.,ai,11,70,5.454545455,0.090909091
693,694,"All the world’s a stage, and all the men and women merely players.",human,13,66,4.153846154,0.153846154
694,695,The AI generated a piece of original music.,ai,8,43,4.5,0.125
695,696,The intelligent system optimized the energy usage of the entire building.,ai,11,73,5.727272727,0.090909091
696,697,The weak can never forgive. Forgiveness is the attribute of the strong.,human,12,71,5.0,0.166666667
697,698,The AI system composed a symphonic piece that was performed by an orchestra.,ai,13,76,4.923076923,0.076923077
698,699,"The water kettle whistled, signaling it was ready.",ai,8,50,5.375,0.25
699,700,The basket was filled with folded towels.,ai,7,41,5.0,0.142857143
700,701,"Life moves pretty fast. If you don't stop and look around once in a while, you could miss it.",human,19,93,3.947368421,0.210526316
701,702,He opened the umbrella before stepping outside.,ai,7,47,5.857142857,0.142857143
